component_name,product_name,resolution_code,status_code,quantity_of_votes,quantity_of_comments,bug_fix_time,severity_code,assignee_name
wst,product_167,1,4,0,2,0,2,nsand.dev
general,product_61,1,4,0,7,0,2,aboyko
swt,product_117,1,6,0,3,1182,2,Silenio_Quarti
cdt,product_17,1,4,0,3,0,2,alain
examples,product_173,1,4,0,3,81,2,examples.ebert-inbox
wst,product_166,1,4,0,28,875,2,arvera
moxy,product_31,1,4,0,6,8,2,denise.mahar
teneo,product_39,1,4,0,2,1,2,mtaal
releng,product_165,1,4,0,3,65,2,chavezjc
core,product_106,1,6,0,5,232,2,give.a.damus
ui,product_69,1,4,0,5,73,2,benno.baumgartner
team,product_117,1,4,0,4,297,2,Kevin_McGuire
user,product_117,1,4,0,4,15,2,platform-ua-inbox
swt,product_117,1,6,0,9,351,4,gheorghe
resources,product_117,1,4,0,7,1,2,Lars.Vogel
corona,product_173,1,6,0,5,92,2,dennis.oflynn
wst,product_161,1,6,0,4,6,2,david_williams
ui,product_115,1,4,0,4,41,2,wassim.melhem
rdt,product_118,1,4,0,3,13,2,vivkong
docs,product_79,1,6,0,5,2,2,fiedler.mf
eclipsebot,product_140,1,4,0,5,230,5,swtbot-inbox
wst,product_161,1,6,0,9,345,2,wmmark
core,product_106,1,6,0,5,3,4,give.a.damus
core,product_144,1,4,0,3,114,2,tigerstripe.core-inbox
setup,product_108,1,4,0,7,13,2,Ed.Merks
text,product_69,1,4,0,2,0,2,jdt-text-inbox
hyades,product_173,1,6,0,4,202,2,curtispd
server,product_70,1,4,0,4,1,2,janb
cross-project,product_20,1,6,0,48,76,2,bjorn.freeman-benson
team,product_43,1,6,0,7,1,2,emf.compare-inbox
releng,product_114,1,6,0,7,43,2,Celine.janssens
other,product_50,1,4,0,2,127,2,epp.packager-inbox
ui,product_115,1,4,0,10,31,2,caniszczyk
xtext,product_146,1,6,0,4,0,2,tmf.xtext-inbox
tptp,product_173,1,6,0,5,1,6,jcayne
server,product_70,1,6,0,2,0,2,jesse.mcconnell
cdt,product_17,1,4,0,4,4,2,cdt-core-inbox
editor,product_110,1,4,0,3,23,2,Silenio_Quarti
ci,product_20,1,4,0,17,13,2,ci.admin-inbox
ui,product_69,1,4,0,3,0,2,daniel_megert
build,product_115,1,4,0,2,0,2,pde-ui-inbox
report,product_10,1,6,0,3,14,4,xiong.zhang
core,product_62,1,4,0,3,1,2,dimzzy
core,product_43,1,6,0,10,12,2,webmaster
team,product_117,1,4,0,2,1,2,James_Moody
wst,product_167,1,6,0,7,16,4,for.work.things
tptp,product_173,1,6,0,3,4,2,ewchan
core,product_113,1,4,0,3,1226,2,thibault.landre
team,product_117,1,4,0,3,2,2,valentam
swt,product_117,1,4,0,5,18,2,veronika_irvine
text,product_117,1,4,0,6,73,2,eclipse
js tools,product_110,1,4,0,2,11,2,Michael_Rennie
xtext,product_146,1,4,0,2,1010,2,christian.dietrich
jst,product_164,1,4,0,9,35,2,ccc
ui,product_117,1,6,0,4,3931,2,platform-ui-triaged
content,product_49,1,6,0,4,433,4,ken.clyne
runtime,product_154,1,6,0,8,1,2,glyn.normington
chart,product_10,1,4,0,8,198,2,liheeng
install,product_89,1,6,0,18,280,5,reckord
project management & portal,product_20,1,6,0,4,201,2,gabe
tptp,product_173,1,6,0,4,0,2,hkyleung
wst,product_168,1,6,0,7,147,4,lmandel
client,product_110,1,4,0,4,198,2,elijahe
other,product_other,1,4,0,4,9,2,jaxsun.mccarthy
incubators,product_115,1,4,0,3,108,2,PDE-Incubator-Inbox
diagram,product_113,1,6,0,7,454,2,Patrick.Tessier
cosmos,product_173,1,6,0,7,0,2,jagmits
core,product_145,1,6,0,4,29,2,bence.janos.szabo
cdt,product_17,1,4,0,3,2,2,angvoz.dev
swt,product_117,1,6,0,3,2842,2,gheorghe
incubator,product_52,1,4,0,4,95,2,jeffmcaffer
general,product_61,1,4,0,5,2,2,ahunter.eclipse
diagram,product_133,1,6,0,9,17,2,jessy.mallet
releng,product_other,1,6,0,5,5,2,uml2-core-inbox
compiler,product_7,1,4,0,3,0,2,aclement
hyades,product_173,1,6,0,4,0,2,apratt
docker,product_78,1,4,0,2,664,2,jjohnstn
team,product_117,1,4,0,4,5,4,valentam
diagram,product_113,1,4,0,4,51,2,serg.boyko2011
doc,product_117,1,4,0,20,24,4,john.arthorne
framework,product_other,1,4,0,4,75,2,sam.davis
cdt,product_17,1,4,0,7,116,4,cdt-core-inbox
tptp,product_173,1,6,0,3,0,2,antony.miguel
framework,product_52,1,4,0,7,34,4,tjwatson
jst,product_164,1,6,1,32,49,4,dimitar.giormov
swt,product_117,1,4,0,3,0,2,akurtakov
general,product_90,1,6,0,15,18,4,mika.hoikkala
editor,product_110,1,4,0,9,13,2,gabriel.luong
framework,product_52,1,4,0,2,0,2,equinox.framework-inbox
editor,product_116,1,6,0,2,119,2,php.ui-inbox
core,product_68,1,4,0,2,0,2,jsf.core-inbox
ui,product_115,1,4,0,2,0,2,wassim.melhem
ui,product_129,1,6,0,4,3,2,konstantin
tools,product_121,1,4,0,2,0,2,rap-inbox
servers,product_other,1,4,0,3,14,5,webmaster
editor,product_110,1,4,0,3,0,2,Silenio_Quarti
report,product_10,1,4,0,2,7,2,hchu
rm,product_118,1,4,0,4,89,2,cla.knobloch
hyades,product_173,1,6,0,7,64,2,rdanek
tools,product_128,1,6,0,4,4,2,jcusano
ve,product_173,1,6,0,6,17,2,sgunturi
data,product_10,1,6,0,3,0,6,xwu
releng,product_117,1,4,0,14,1,2,daniel_megert
utilities,product_108,1,4,0,2,0,2,Ed.Merks
eclipsecon,product_20,1,6,0,10,49,2,anne.jacko
general,product_61,1,4,0,9,567,2,crevells
jpa,product_31,1,4,2,10,142,2,andrei.ilitchev
emf forms,product_33,1,6,0,5,34,2,lkoehler
framework,product_52,1,4,0,3,0,6,dj.houghton
ui,product_69,1,4,0,3,181,2,martinae
hyades,product_173,1,6,0,4,0,2,apnan
website,product_20,1,6,0,8,0,2,phoenix.ui-inbox
other,product_118,1,6,0,5,1,2,wspear
general,product_other,1,6,0,4,12,2,ecore-inbox
core,product_69,1,4,0,4,13,2,jerome_lanneluc
ui,product_69,1,4,0,3,0,2,martinae
other,product_other,1,4,0,12,338,2,icraggs
inject,product_other,1,6,0,3,38,2,mcculls
framework,product_52,1,4,0,5,1,2,tjwatson
server,product_70,1,4,0,4,3,2,janb
resources,product_117,1,4,0,5,25,2,dj.houghton
update,product_117,1,4,4,38,181,2,caniszczyk
ohf,product_173,1,6,0,4,144,2,jhkauf
ve,product_173,1,6,0,3,8,2,jeff.myers
moxy,product_31,1,4,0,5,10,2,denise.mahar
articles,product_20,1,4,0,20,19,2,wayne.beaton
tasks,product_91,1,4,0,6,46,2,robert.elves
tptp,product_173,1,6,0,4,1,2,hkyleung
build,product_115,1,4,0,2,0,2,pde-ui-inbox
codegen,product_114,1,6,0,12,9,2,ysroh
jst,product_164,1,4,0,4,21,2,konstantin
chart,product_10,1,4,0,10,16,2,yi.wang
diagram,product_113,1,4,0,3,19,1,tischenko
core,product_other,1,6,0,2,46,2,vertx.core-inbox
api tools,product_115,1,4,0,5,0,2,Olivier_Thomann
cdt,product_17,1,4,0,2,0,2,alain
core,product_74,1,6,0,3,3,5,markus.tiede
team,product_117,1,4,0,4,11,2,jean-michel_lemieux
core,product_other,1,4,0,6,50,2,winston.prakash
deployment,product_90,1,6,0,4,0,5,dsdp.mtj-inbox
eswt,product_53,1,4,0,2,3,4,ercp.eswt-inbox
releng,product_109,1,4,0,4,0,2,mober.at+eclipse
wiki,product_20,1,4,0,4,2,5,webmaster
ui,product_115,1,4,0,22,420,4,caniszczyk
ui,product_115,1,4,0,3,334,2,pde-ui-inbox
other,product_70,1,4,0,2,0,2,janb
ui,product_69,1,4,0,2,54,2,erich_gamma
core,product_38,1,4,0,5,2238,2,egit.ui-inbox
wst,product_161,1,6,0,3,20,2,cbridgha
common,product_25,1,4,0,10,1585,2,dltk.common-inbox
jpa,product_31,1,6,0,5,21,2,edwin.tang
cdt,product_17,1,4,0,7,1864,2,mschorn.eclipse
ui,product_3,1,4,0,18,83,2,AJDT-inbox
ui,product_38,1,4,0,5,1,2,egit.ui-inbox
tptp,product_173,1,6,0,7,117,2,dmorris
content,product_49,1,6,0,7,5,2,jruehlin
edt,product_173,1,6,0,3,0,4,edt.mofmodel-inbox
core,product_113,1,4,0,3,0,2,yann.tanguy
website,product_other,1,4,0,3,3046,2,osee.website-inbox
core,product_other,1,4,0,5,16,5,sewe
wst,product_167,1,6,0,15,21,4,valentinbaciu
ruby,product_25,1,4,0,5,0,2,dltk.common-inbox
jpa,product_31,1,6,0,3,7,2,gul.onural
tptp,product_173,1,6,0,4,0,5,sgutz
core,product_145,1,6,0,5,283,2,titan-inbox
team,product_117,1,4,0,5,4,2,James_Moody
server,product_9,1,4,0,16,2918,2,babel.server-inbox
p2,product_52,1,4,0,3,21,2,andrew.niefer
jst,product_164,1,6,0,5,8,5,jlanuti
cdo,product_39,1,6,0,13,1,2,stepper
swt,product_117,1,4,0,4,6,2,christophe.cornu+eclipse
other,product_other,1,6,0,3,2,2,juergen.schumacher
ecf,product_29,1,4,0,3,865,2,ecf.core-inbox
compendium,product_52,1,4,0,3,2,2,dj.houghton
diagram,product_113,1,4,0,8,182,2,cletavernier
report,product_10,1,4,0,2,0,2,linhongc
cdt,product_17,1,6,0,9,235,2,Randy.Rohrbach
ide,product_117,1,4,0,17,295,2,bsd
marketplace,product_20,1,4,1,7,1006,6,marketplace-inbox
report,product_10,1,4,0,3,14,2,cchen
project management & portal,product_20,1,6,0,9,308,2,karl.matthias
resources,product_117,1,4,0,5,29,4,platform-resources-inbox
tptp,product_173,1,6,0,5,27,4,sgutz
ui,product_69,1,4,0,6,25,2,martinae
wst,product_161,1,4,0,2,0,2,wst.common-inbox
hyades,product_173,1,6,0,5,47,2,unknown
js tools,product_110,1,4,0,2,0,2,Michael_Rennie
ve,product_173,1,6,0,4,3,2,jeff.myers
diagram,product_133,1,6,0,16,22,2,maxime.porhel
update,product_117,1,4,0,7,23,2,dejan
resources,product_117,1,4,0,2,0,2,dj.houghton
releng,product_117,1,4,0,28,10,2,Lars.Vogel
ui,product_69,1,4,0,5,20,4,jdt-ui-inbox
ui,product_115,1,4,0,6,2,4,pde-ui-inbox
user,product_117,1,4,0,3,123,2,curtispd
core,product_62,1,4,0,4,0,2,tikhomirov.artem
bundlor,product_154,1,6,0,3,1,2,fwaibel
swt,product_117,1,4,0,5,3,2,Silenio_Quarti
security,product_52,1,4,0,7,0,2,equinox.security-inbox
debug,product_69,1,6,0,8,5,2,darin.eclipse
recommenders,product_173,1,4,0,3,1,2,sewe
wikitext,product_96,1,4,0,7,14,2,torkildr
tool,product_49,1,6,0,4,0,2,pnle
cdt,product_17,1,4,0,4,488,2,john.camelon
foundation,product_31,1,6,0,2,6,2,eclipselink.orm-inbox
cdt,product_17,1,4,0,10,269,2,cdt-core-inbox
cdt,product_17,1,4,1,4,153,2,dschaefer
gef,product_55,1,4,0,2,0,2,ebordeau
ui,product_117,1,4,0,6,0,4,francisu
edt,product_173,1,6,0,4,32,2,mayunf
general,product_61,1,4,0,4,0,2,crevells
report,product_10,1,6,0,3,1,2,gump_gao
other,product_104,1,6,0,5,46,2,cedric.brun
cdt,product_17,1,4,0,3,13,2,elaskavaia.cdt
core,product_113,1,4,0,4,192,2,cedric.dumoulin
ui,product_69,1,4,0,4,4,2,daniel_megert
wst,product_161,1,6,0,10,1,5,karasiuk
resources,product_117,1,4,0,2,27,2,debbie_wilson
ltweaving,product_7,1,4,0,3,0,2,aspectj-inbox
jst,product_164,1,6,0,4,1,4,jsholl
ui,product_117,1,4,0,4,1,2,Lars.Vogel
moxy,product_31,1,4,0,7,1,2,blaise.doughan
ui,product_117,1,4,0,2,76,2,michaelvanmeekeren
ui,product_117,1,4,0,4,0,2,qualidafial
jgit,product_71,1,4,0,13,0,2,jgit.core-inbox
cross-project,product_20,1,4,0,7,366,2,david_williams
rm,product_118,1,4,0,3,1,2,g.watson
tool,product_49,1,6,0,13,32,5,wlu
ui,product_117,1,4,0,8,15,2,pwebster
texo,product_other,1,4,0,2,102,2,mtaal
xtext,product_146,1,6,0,3,0,2,peter
ui,product_69,1,4,0,4,14,2,martinae
core,product_39,1,6,0,5,0,2,Ed.Merks
ui,product_144,1,6,0,2,11,2,tigerstripe.core-inbox
resources,product_117,1,4,0,5,1,2,serge
imp,product_173,1,4,0,2,414,2,suttons
core,product_113,1,4,0,3,3,2,thibault.landre
core,product_69,1,4,0,7,7,2,philippe_mulet
docker,product_78,1,4,0,4,104,2,jjohnstn
core,product_other,1,6,0,3,71,2,olivier.constant
cdt,product_17,1,6,0,7,1,2,cwiebe
core,product_91,1,4,0,4,1400,2,mik.kersten
open data access,product_23,1,4,0,2,0,2,lchan
debug,product_117,1,4,0,2,0,2,Michael_Rennie
other,product_other,1,6,0,3,0,1,andy.jury
compiler,product_7,1,4,0,2,14,5,jim-aj
cdatetime,product_104,1,4,0,4,140,2,peter
core,product_51,1,6,0,14,13,2,arcanefoam
general,product_61,1,4,0,4,68,2,cvogt
connector,product_139,1,4,0,9,5,2,igor.burilo
samples,product_62,1,4,0,3,0,2,borlander
cdt,product_17,1,4,0,2,0,2,jjohnstn
web,product_72,1,4,0,3,0,2,nitind
jst,product_166,1,6,0,6,7,2,Larry.Isaacs
js tools,product_110,1,4,0,5,231,2,curtis.windatt.public
core,product_106,1,6,0,5,17,2,give.a.damus
code formatter,product_116,1,6,0,5,9,2,php.ui-inbox
swt,product_117,1,4,0,2,309,2,grant_gayed
releng,product_165,1,4,0,39,134,2,david_williams
imp,product_173,1,4,0,2,415,2,suttons
ohf,product_173,1,4,0,4,0,2,ohf.h3et-inbox
server,product_70,1,6,0,4,157,1,tbecker
core,product_113,1,6,0,4,105,2,mdt-papyrus-inbox
report,product_10,1,4,0,2,1,2,hustlg
wst,product_161,1,6,0,10,175,4,konstantin
website,product_20,1,4,0,3,721,2,phoenix.ui-inbox
diagram,product_113,1,6,0,6,13,2,sebastien.gabel
other,product_other,1,6,0,5,3,2,masquill
foundation,product_31,1,6,0,6,12,2,gordon.yorke
editor,product_116,1,6,0,3,9,4,php.ui-inbox
report,product_10,1,4,0,8,94,2,hustlg
report,product_50,1,6,0,3,0,2,error-reports-inbox
report,product_10,1,6,0,3,1,2,yuejie.chen
bugzilla,product_91,1,4,0,2,12,2,shawn.minto
data,product_10,1,6,0,4,6,2,xma
other,product_128,1,6,0,4,7,2,sascha
build,product_115,1,4,0,2,0,2,pde-ui-inbox
scout,product_131,1,6,0,4,99,2,scout.core-inbox
rta,product_128,1,6,0,6,432,2,d-russo
hyades,product_173,1,6,0,5,0,5,ewchan
resources,product_117,1,4,0,4,52,2,john.arthorne
cvs,product_117,1,4,0,9,107,2,pawel.pogorzelski1
cdt,product_17,1,4,0,5,13,2,bala.torati
wizard,product_89,1,4,0,2,202,2,reckord
general,product_other,1,4,0,2,11,4,emft.eef-inbox
other,product_78,1,4,0,4,1,2,overholt
ui,product_69,1,4,0,7,24,2,benno.baumgartner
ui,product_69,1,4,0,3,3,2,daniel_megert
forums and newsgroups,product_20,1,4,0,5,0,4,webmaster
data access,product_10,1,6,0,3,0,6,lchan
ui,product_129,1,6,0,9,51,2,ling.hao
ide,product_other,1,4,0,2,28,2,rcptt-inbox
content,product_49,1,6,0,4,23,4,lawrenjs
ui,product_other,1,4,0,4,1,2,hakim.sellou
hyades,product_173,1,6,0,4,1,2,bjiang
swt,product_117,1,4,0,6,133,2,eclipse.felipe
releng,product_117,1,4,0,6,0,2,platform-releng-inbox
framework,product_52,1,4,0,3,14,2,equinox.framework-inbox
tptp,product_173,1,6,0,8,67,2,paulslau
hyades,product_173,1,6,0,5,51,2,curtispd
core,product_3,1,4,0,6,333,2,hlhawkins
report,product_10,1,6,0,5,1,2,yChen
designer,product_113,1,4,0,4,0,2,shuai.li
targets,product_128,1,6,0,4,142,2,sascha
project management & portal,product_20,1,6,0,3,0,2,bjorn.freeman-benson
rdt,product_118,1,4,0,2,0,2,vivkong
user,product_117,1,4,1,19,79,2,platform-help-inbox
wizard,product_89,1,4,0,3,793,4,reckord
team,product_117,1,6,0,9,8,2,eclipse
proposals and reviews,product_20,1,4,0,6,16,2,emo
rm,product_118,1,4,0,7,5,2,g.watson
tptp,product_173,1,6,0,3,0,2,ruthdaly
report,product_10,1,6,0,3,0,2,linhongc
edt,product_173,1,6,0,3,35,2,edt.language-inbox
server-side,product_52,1,4,0,4,7,4,simon_kaegi
xtext,product_146,1,6,0,5,27,2,tmf.xtext-inbox
cvs,product_117,1,4,0,2,6,2,platform-cvs-inbox
tools,product_79,1,6,0,4,43,2,jad
compendium,product_52,1,4,0,2,429,2,equinox.compendium-inbox
swt,product_117,1,4,0,2,1,2,snorthov
core,product_144,1,6,0,3,10,4,tigerstripe.core-inbox
ci,product_20,1,4,0,10,0,2,webmaster
other,product_23,1,6,0,6,3,2,dtp.connectivity-inbox
chart,product_10,1,4,0,2,0,2,Birt-Chart-inbox
ui,product_69,1,4,0,7,7,2,daniel_megert
resources,product_117,1,4,0,14,2,4,john.arthorne
build,product_115,1,4,0,4,17,5,pde-ui-inbox
xy graph,product_104,1,4,0,2,0,2,nebula-inbox
common,product_33,1,4,0,2,0,2,jhelming
releng,product_117,1,4,0,4,1,2,david_williams
ui,product_69,1,4,0,4,33,2,martinae
client,product_110,1,4,0,3,0,2,ahunter.eclipse
ui,product_38,1,4,0,13,112,2,loskutov
tptp,product_173,1,6,0,4,10,2,sgutz
unknown,product_154,1,6,0,1,23,2,glyn.normington
wst,product_161,1,6,0,11,1127,1,wmmark
ui,product_69,1,4,0,2,2,2,tobias_widmer
remote tools,product_118,1,6,0,7,0,2,g.watson
server,product_70,1,4,0,2,0,2,athena
other,product_20,1,4,0,2,0,2,ci.admin-inbox
core,product_113,1,6,0,2,15,2,cedric.dumoulin
ui,product_43,1,6,0,3,5,2,emf.compare-inbox
ui,product_69,1,4,0,5,2,2,martinae
test suite,product_10,1,6,0,3,3,2,lshen
ve,product_173,1,4,0,2,0,2,walkerp
engine,product_120,1,4,0,5,25,2,dvorak.radek
otj,product_other,1,4,0,3,0,2,stephan.herrmann
releng,product_117,1,4,0,2,0,5,platform-releng-inbox
sdo,product_31,1,4,0,5,1,2,blaise.doughan
framework,product_52,1,4,0,2,1,2,equinox.framework-inbox
ui,product_139,1,4,0,2,2,2,igor.burilo
p2,product_52,1,4,0,3,1,2,akurtakov
workbench,product_121,1,4,0,2,23,2,rap-inbox
update,product_117,1,4,0,3,151,2,dejan
ui,product_117,1,4,0,4,3,2,csmclaren
tool,product_49,1,6,0,5,1,4,pnle
cdt,product_17,1,4,0,6,129,2,cdt-core-inbox
tool,product_49,1,6,0,11,27,2,jefhardy
utilities,product_108,1,4,0,2,0,2,stepper
documentation,product_133,1,6,0,4,81,2,sirius.doc-inbox
team,product_117,1,4,0,4,2,2,James_Moody
ui,product_139,1,4,0,2,0,2,a.gurov
eclipsebot,product_140,1,4,0,17,151,2,swtbot-inbox
website,product_other,1,6,0,7,14,2,bob.fraser
swt,product_117,1,4,0,6,19,2,knut_radloff
scout,product_131,1,6,0,3,7,2,Andreas.Hoegger
visualization,product_other,1,6,0,3,36,2,kentarou
client,product_79,1,6,0,6,1,2,pmcmahan
ui,product_115,1,4,0,2,20,2,curtis.windatt.public
alf,product_173,1,6,0,7,27,2,tbuss
lttng,product_78,1,4,0,5,0,2,fchouinard
swordfish,product_173,1,4,0,3,62,2,swordfish.core-inbox
oprofile,product_78,1,4,0,14,677,2,linux.oprofile-inbox
teneo,product_39,1,4,0,5,22,2,mtaal
ui,product_69,1,4,0,9,0,2,markus.kell.r
cdt,product_17,1,4,0,6,1,2,cdt-editor-inbox
other,product_173,1,4,0,2,1,2,onnadi3
editor,product_33,1,6,0,2,0,5,eneufeld
buckminster,product_173,1,4,0,2,11,2,buckminster.core-inbox
core,product_other,1,6,0,6,196,2,graphiti-inbox
data source explorer,product_23,1,4,0,16,74,4,bfitzpat
common,product_33,1,6,0,7,224,2,eneufeld
p2,product_52,1,4,0,6,978,2,pascal
cdt,product_17,1,4,0,34,433,2,marc.khouzam
diagram,product_113,1,4,0,6,40,2,ansgar.radermacher
cdt,product_17,1,4,0,7,50,2,mschorn.eclipse
tptp,product_173,1,6,0,9,68,5,yunan.he
cdo,product_39,1,6,0,15,52,1,vroldanbet
swt,product_117,1,4,0,12,8,2,Silenio_Quarti
tasks,product_91,1,4,0,4,129,2,robert.elves
compendium,product_52,1,4,0,4,2,2,equinox.compendium-inbox
rdt,product_118,1,4,0,3,0,4,recoskie
client,product_110,1,4,0,6,1,2,susan
vjet,product_173,1,4,0,2,8,2,earlyster
cdt,product_17,1,6,0,3,124,2,turnham
other,product_118,1,4,0,3,284,2,crasmussen
docs,product_7,1,4,0,2,630,2,aspectj-inbox
server,product_110,1,4,0,2,0,2,malgorzata.tomczyk
buckminster,product_173,1,4,0,2,0,2,buckminster.core-inbox
website,product_116,1,6,0,3,0,2,ganoro
server,product_70,1,4,0,2,0,2,simone.bordet
jst,product_168,1,4,0,6,1,2,jcayne
ui,product_117,1,4,0,4,6,2,sxenos
rwt,product_121,1,4,0,20,23,5,rap-inbox
ve,product_173,1,6,0,6,8,4,alasdair_mcdowell
core,product_other,1,4,0,7,115,2,engine.qvtr-inbox
rc,product_74,1,6,0,3,0,2,jubula.rc-inbox
swt,product_117,1,4,0,2,9,2,grant_gayed
update,product_117,1,4,0,3,60,2,celek
hyades,product_173,1,6,0,4,59,2,rduggan
wst,product_167,1,6,0,12,63,2,david_williams
releng,product_117,1,4,0,2,0,2,sonia_dimitrov
core,product_133,1,6,0,9,382,2,sirius.core-inbox
ui,product_91,1,4,0,12,20,2,robert.elves
swt,product_117,1,4,0,16,487,2,gheorghe
report,product_10,1,4,0,4,14,4,yli
runtime,product_117,1,4,0,5,58,2,pascal
swt,product_117,1,4,0,4,0,2,Silenio_Quarti
resources,product_117,1,4,0,2,1,1,platform-resources-inbox
ui,product_69,1,4,0,6,21,2,martinae
cdt,product_17,1,4,0,2,14,2,devinsteffler.lists
infrastructure,product_83,1,6,0,4,3,2,gdupe
wst,product_166,1,6,0,14,7,4,deboer
code assist,product_116,1,6,0,8,2,2,php.ui-inbox
ui,product_117,1,6,0,7,11,2,platform-ui-triaged
hyades,product_173,1,6,0,6,213,2,tfoun
project management & portal,product_20,1,4,0,4,30,2,portal-inbox
swt,product_117,1,4,0,3,138,2,grant_gayed
tptp,product_173,1,6,0,10,1,6,lizdancy
project management & portal,product_20,1,4,0,2,474,2,portal-inbox
client,product_110,1,4,0,3,0,5,e4.orion-inbox
git,product_110,1,4,0,2,2,1,tomasz.zarna
core,product_91,1,4,0,2,0,2,mik.kersten
core,product_other,1,4,0,2,56,2,mat.core-inbox
hyades,product_173,1,6,0,4,23,2,apnan
project management & portal,product_20,1,6,0,3,0,2,nathan
editor,product_110,1,4,0,5,138,2,orion.editor-inbox
servers,product_20,1,4,0,3,5,2,webmaster
jpa,product_31,1,4,2,6,14,2,guy.pelletier
jst,product_167,1,4,0,8,1624,4,nsand.dev
releng,product_117,1,4,0,8,11,2,kim.moir
stp,product_173,1,4,0,4,1,2,howard.gao
build,product_70,1,6,0,1,2,2,jesse.mcconnell
jst,product_167,1,6,0,10,33,4,pavery
cdt,product_17,1,4,0,3,0,2,cwiebe
content,product_49,1,6,0,4,2,2,Chris.Sibbald
mozilla,product_other,1,4,0,2,11,2,atf.core-inbox
framework,product_52,1,4,0,3,0,2,tjwatson
cvs,product_117,1,4,0,2,21,2,gheorghe
user,product_117,1,4,0,6,15,2,cgold
core,product_145,1,6,0,2,0,2,lenard.nagy
swt,product_117,1,4,5,66,82,5,snorthov
mosquitto,product_173,1,4,0,6,22,2,roger
ui,product_115,1,4,0,5,137,2,curtis.windatt.public
user,product_117,1,4,0,3,177,2,konradk
jst,product_168,1,6,0,3,148,2,jst.ws-inbox
resources,product_117,1,4,0,11,584,2,platform-resources-inbox
teneo,product_39,1,4,0,2,3,2,mtaal
sql,product_23,1,6,0,4,10,5,hung.hsi
j2ee standard tools,product_157,1,6,0,5,3,6,david_williams
ui,product_69,1,4,0,2,17,2,martinae
wst,product_167,1,4,0,6,29,2,nsand.dev
wst,product_161,1,6,0,4,10,5,jlanuti
report,product_10,1,6,0,4,1,4,yuejie.chen
code assist,product_116,1,6,0,6,0,5,php.ui-inbox
ui,product_69,1,4,0,9,4,2,kalyan_prasad
other,product_9,1,4,0,9,2,2,babel.server-inbox
releng,product_165,1,4,0,3,3,4,david_williams
ui,product_91,1,4,0,5,558,1,steffen.pingel
hyades,product_173,1,6,0,8,7,5,curtispd
hyades,product_173,1,6,0,4,0,2,smith
ohf,product_173,1,6,0,6,8,2,webdaford
resources,product_117,1,4,0,3,0,2,john.arthorne
main,product_83,1,6,0,3,19,2,nicolas.bros
core,product_113,1,6,0,12,2588,2,Patrick.Tessier
swt,product_117,1,4,0,7,8,2,grant_gayed
cdt,product_17,1,4,0,4,12,2,malaperle
ui,product_3,1,4,1,7,588,2,aclement
diagram,product_113,1,4,0,8,47,6,cletavernier
proposals and reviews,product_20,1,4,0,5,14,2,emo
wst,product_161,1,6,0,12,2,2,wmmark
report,product_10,1,6,0,3,21,2,yuejie.chen
we,product_other,1,4,0,4,305,2,jwt.we-inbox
jst,product_164,1,6,0,5,65,2,dfholt
gef,product_55,1,4,0,2,1,2,ahunter.eclipse
framework,product_52,1,4,0,7,45,2,tjwatson
tptp,product_173,1,6,0,3,17,5,sgutz
core,product_62,1,4,0,8,9,2,borlander
text,product_117,1,4,0,3,77,2,kai-uwe_maetzel
swt,product_117,1,4,0,11,9,2,christophe.cornu+eclipse
ui,product_69,1,4,0,4,29,2,jdt-ui-inbox
swt,product_117,1,4,0,12,265,4,platform-swt-inbox
ui,product_115,1,4,0,9,28,4,wassim.melhem
wst,product_168,1,6,0,13,560,2,valentinbaciu
text,product_69,1,4,0,3,1,2,daniel_megert
swt,product_117,1,4,0,8,997,2,snorthov
general,product_other,1,4,0,2,9,2,matthew
gef,product_55,1,4,0,2,192,2,ppshah
cdt,product_17,1,4,0,4,5,2,cdt-debug-inbox
stp,product_173,1,4,0,2,5,2,jonathan.huang
cdt,product_17,1,4,0,3,14,2,john.camelon
ui,product_91,1,4,0,5,5,2,steffen.pingel
modules,product_other,1,6,0,2,0,2,ease-inbox
javascript,product_25,1,4,0,3,431,2,dltk.common-inbox
text,product_117,1,4,0,4,3,2,platform-text-inbox
wizard,product_89,1,6,0,3,2,2,reckord
ui,product_139,1,4,0,2,0,2,a.gurov
cdt,product_17,1,4,0,6,0,2,mikhailkhod
rse,product_141,1,4,0,10,64,2,dmcknigh
ui,product_117,1,6,0,9,14,4,pwebster
core,product_other,1,6,0,3,32,2,mylyn.intent-inbox
utilities,product_108,1,4,0,19,46,2,stepper
chart,product_10,1,6,1,7,257,2,liheeng
other,product_173,1,6,0,3,4,5,dimitar.giormov
cbi p2 repository aggregator,product_16,1,4,0,9,20,2,david_williams
ci,product_20,1,6,0,3,1,4,webmaster
core,product_142,1,4,0,5,1,2,dsdp.tm.tcf-inbox
cdt,product_17,1,4,0,3,0,2,zulliger
wizard,product_89,1,4,0,13,264,2,mpc.wizard-inbox
jst,product_164,1,4,0,5,9,2,hshanka
website,product_20,1,4,0,20,66,2,phoenix.ui-inbox
other,product_118,1,4,0,4,8,2,crasmussen
ui,product_117,1,4,0,7,212,2,csmclaren
core,product_3,1,4,0,4,29,2,AJDT-inbox
wst,product_167,1,6,0,4,553,2,kchong
proposals and reviews,product_20,1,4,0,4,9,2,emo
documentation,product_157,1,6,0,18,7,2,webtools.documentation-inbox
